Number,Page,Section,Title,Status,URL,Error,HLS Source,Duration,Resolution,Load Time (ms)
1,"STORY","Fun Zone","Gabby Galactic Fire Cats Safety","PASS","https://go.kingdomlandkids.com/watch/1d091d78-7310-4fde-8f53-08a98beca74b?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/1d091d78-7310-4fde-8f53-08a98beca74b/master.m3u8","646s","640x360",2050
2,"STORY","Fun Zone","AlphaBots the Alphabet Part 2","PASS","https://go.kingdomlandkids.com/watch/8650e80f-132c-4cd1-a562-9317a91a05c0?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/8650e80f-132c-4cd1-a562-9317a91a05c0/master.m3u8","205s","640x360",2408
3,"STORY","Fun Zone","AlphaBots the Alphabet Part 1","PASS","https://go.kingdomlandkids.com/watch/e9635d39-19b0-42db-9be6-11bc1defd3ed?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/e9635d39-19b0-42db-9be6-11bc1defd3ed/master.m3u8","157s","1280x720",2429
4,"STORY","Fun Zone","Alphabots Letter C","PASS","https://go.kingdomlandkids.com/watch/dbb4afee-fe54-4c86-b571-27675b27e4e8?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/dbb4afee-fe54-4c86-b571-27675b27e4e8/master.m3u8","189s","640x360",2000
5,"STORY","Fun Zone","AlphaBots Letter B","PASS","https://go.kingdomlandkids.com/watch/5e64fb0f-97d7-4b95-98f6-7fea53e33dfd?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/5e64fb0f-97d7-4b95-98f6-7fea53e33dfd/master.m3u8","189s","640x360",1544
6,"STORY","Fun Zone","AlphaBots Letter A","PASS","https://go.kingdomlandkids.com/watch/3f8139b3-f895-4228-98ac-be010862d8ab?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/3f8139b3-f895-4228-98ac-be010862d8ab/master.m3u8","173s","640x360",1634
7,"STORY","Fun Zone","Alphabots OO Song","PASS","https://go.kingdomlandkids.com/watch/b8b902af-41c4-44f4-b75d-2edd354d5e62?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/b8b902af-41c4-44f4-b75d-2edd354d5e62/master.m3u8","115s","640x360",1628
8,"STORY","Fun Zone","MFT Loopty Loo","PASS","https://go.kingdomlandkids.com/watch/03a156fb-9c97-499b-b862-bf0556dbdc64?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/03a156fb-9c97-499b-b862-bf0556dbdc64/master.m3u8","200s","640x360",1830
9,"STORY","Fun Zone","MFT Colors of the Rainbow","PASS","https://go.kingdomlandkids.com/watch/daa4c238-2ffb-405c-9d13-ec27c1019158?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/daa4c238-2ffb-405c-9d13-ec27c1019158/master.m3u8","165s","640x360",2160
10,"STORY","Fun Zone","MFT ABC Song","PASS","https://go.kingdomlandkids.com/watch/9ae01ae1-ec60-4b68-8237-1b8484837d7f?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/9ae01ae1-ec60-4b68-8237-1b8484837d7f/master.m3u8","204s","640x360",1617
11,"STORY","Fun Zone","Little Agent Three Amigas","PASS","https://go.kingdomlandkids.com/watch/16817712-d949-4279-871f-cb066723b50e?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/16817712-d949-4279-871f-cb066723b50e/master.m3u8","118s","640x360",9661
12,"STORY","Fun Zone","Little Agent Big Hair Blues","PASS","https://go.kingdomlandkids.com/watch/aee40747-e84a-4b21-ac94-2c9a4b2ff088?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/aee40747-e84a-4b21-ac94-2c9a4b2ff088/master.m3u8","115s","640x360",11414
13,"STORY","Fun Zone","Little Agent Candy Critters","PASS","https://go.kingdomlandkids.com/watch/1f732317-d240-4f49-bf56-2f70230d1c02?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/1f732317-d240-4f49-bf56-2f70230d1c02/master.m3u8","138s","640x360",10893
14,"STORY","Fun Zone","Little Agent Hippocampus","PASS","https://go.kingdomlandkids.com/watch/c8be5898-a105-4a08-8dec-ba566d96eac1?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/c8be5898-a105-4a08-8dec-ba566d96eac1/master.m3u8","166s","640x360",8809
15,"STORY","Fun Zone","Little Agent Hoverboard","PASS","https://go.kingdomlandkids.com/watch/bfb16737-dd22-43e9-bd73-4890964b3527?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/bfb16737-dd22-43e9-bd73-4890964b3527/master.m3u8","93s","640x360",11077
16,"STORY","Fun Zone","Little Agent Itchy Monster","PASS","https://go.kingdomlandkids.com/watch/11e1164b-d214-4c1d-8d96-c9430be49734?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/11e1164b-d214-4c1d-8d96-c9430be49734/master.m3u8","120s","640x360",9000
17,"STORY","Fun Zone","Little Agent The Letter Twins","PASS","https://go.kingdomlandkids.com/watch/a8f1f906-9ced-4289-a7fe-1834f4385c36?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/a8f1f906-9ced-4289-a7fe-1834f4385c36/master.m3u8","98s","640x360",10997
18,"STORY","Fun Zone","Fire Safety School Drills","PASS","https://go.kingdomlandkids.com/watch/02b7eba5-06ac-4543-81fd-a5691dee7340?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/02b7eba5-06ac-4543-81fd-a5691dee7340/master.m3u8","230s","640x360",8982
19,"STORY","Fun Zone","Little Agent Clothes Mountain","PASS","https://go.kingdomlandkids.com/watch/59a6f62f-b6c9-4f35-84fb-47ab941bffc9?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/59a6f62f-b6c9-4f35-84fb-47ab941bffc9/master.m3u8","170s","640x360",9177
20,"STORY","Fun Zone","Unicatz Joy of Learning","PASS","https://go.kingdomlandkids.com/watch/56ab3fea-b6c9-430c-92c2-38bc52fcd51f?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/56ab3fea-b6c9-430c-92c2-38bc52fcd51f/master.m3u8","85s","640x360",9146
21,"STORY","Fun Zone","Mr. Prather Days and Months","PASS","https://go.kingdomlandkids.com/watch/200efedf-c802-4fd8-ab28-faffbe5d4cc3?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/200efedf-c802-4fd8-ab28-faffbe5d4cc3/master.m3u8","185s","640x360",15355
22,"STORY","Fun Zone","Kembe Tries Playing","PASS","https://go.kingdomlandkids.com/watch/5b1e082f-97d0-4c7a-8541-bcfa36d034c6?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/5b1e082f-97d0-4c7a-8541-bcfa36d034c6/master.m3u8","265s","640x360",14703
23,"STORY","Fun Zone","Unicatz Music Video","PASS","https://go.kingdomlandkids.com/watch/097b7f11-6a19-471f-9bf1-dcdc7ff159ae?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/097b7f11-6a19-471f-9bf1-dcdc7ff159ae/master.m3u8","185s","640x360",15284
24,"STORY","Fun Zone","Unicatz Strut Your Stuff","PASS","https://go.kingdomlandkids.com/watch/4fc58548-9731-4f95-9b24-3f2c72daeac2?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/4fc58548-9731-4f95-9b24-3f2c72daeac2/master.m3u8","525s","640x360",15284
25,"STORY","Fun Zone","Unicatz Homie Big Surprise","PASS","https://go.kingdomlandkids.com/watch/50875106-c0bb-437d-bac7-4329047aa784?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/50875106-c0bb-437d-bac7-4329047aa784/master.m3u8","85s","640x360",14473
26,"STORY","Fun Zone","Unicatz Transformations","PASS","https://go.kingdomlandkids.com/watch/d991ff04-d635-4f78-b5c6-ceeb236d0020?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/d991ff04-d635-4f78-b5c6-ceeb236d0020/master.m3u8","760s","640x360",15544
27,"STORY","Fun Zone","Unicatz Musical Chairs","PASS","https://go.kingdomlandkids.com/watch/991b8193-96e1-4c66-85be-7efc47d12836?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/991b8193-96e1-4c66-85be-7efc47d12836/master.m3u8","149s","640x360",14635
28,"STORY","Fun Zone","Unicatz Learning is Fun","PASS","https://go.kingdomlandkids.com/watch/07d1e6f2-76b6-437d-b51f-08ed6332392c?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/07d1e6f2-76b6-437d-b51f-08ed6332392c/master.m3u8","100s","640x360",15277
29,"STORY","Fun Zone","Black History Beats (BHB) Jackie Robinson","PASS","https://go.kingdomlandkids.com/watch/5ed8064b-e9d5-4e5b-bb86-bb795e2b1c7a?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/5ed8064b-e9d5-4e5b-bb86-bb795e2b1c7a/master.m3u8","208s","640x360",15393
30,"STORY","Fun Zone","Black History Beats (BHB) Bessie Coleman","PASS","https://go.kingdomlandkids.com/watch/f61a23eb-c690-4283-9311-5e9a574e1be1?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/f61a23eb-c690-4283-9311-5e9a574e1be1/master.m3u8","181s","640x360",15252
31,"STORY","Fun Zone","Black History Beats (BHB) MLK","PASS","https://go.kingdomlandkids.com/watch/58a6703a-fc50-46e9-b2b1-b36949a78246?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/58a6703a-fc50-46e9-b2b1-b36949a78246/master.m3u8","162s","640x360",25996
32,"STORY","Fun Zone","12th Street","PASS","https://go.kingdomlandkids.com/watch/595946c3-d135-4359-b6e2-b16c9d047a2c?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/595946c3-d135-4359-b6e2-b16c9d047a2c/master.m3u8","311s","640x360",26500
33,"STORY","Fun Zone","Gabby Action Short","PASS","https://go.kingdomlandkids.com/watch/4cf1046b-bcdf-4107-ac19-5cf499782419?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/4cf1046b-bcdf-4107-ac19-5cf499782419/master.m3u8","134s","640x360",23232
34,"STORY","Fun Zone","Wake Up Kid","PASS","https://go.kingdomlandkids.com/watch/87bc81c7-fa6d-4f5a-9c49-4ef0e1cd5c88?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/87bc81c7-fa6d-4f5a-9c49-4ef0e1cd5c88/master.m3u8","636s","640x360",23398
35,"STORY","Fun Zone","H3 Stretching  1","PASS","https://go.kingdomlandkids.com/watch/c43462a5-4e70-412e-aec6-5be27c9294ec?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/c43462a5-4e70-412e-aec6-5be27c9294ec/master.m3u8","240s","1280x720",23758
36,"STORY","Fun Zone","H3 Stretching 2","PASS","https://go.kingdomlandkids.com/watch/a9e12c6a-0f54-433e-9475-aff2f3fc425d?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/a9e12c6a-0f54-433e-9475-aff2f3fc425d/master.m3u8","340s","640x360",23595
37,"STORY","Fun Zone","H3 Stretching 3","PASS","https://go.kingdomlandkids.com/watch/c7cbac55-00db-4e83-8b9b-37bbccb898f5?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/c7cbac55-00db-4e83-8b9b-37bbccb898f5/master.m3u8","207s","640x360",23420
38,"STORY","Fun Zone","H3 Stretching 4","PASS","https://go.kingdomlandkids.com/watch/8f758903-51eb-4766-9862-7993e58141a3?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/8f758903-51eb-4766-9862-7993e58141a3/master.m3u8","267s","640x360",23594
39,"STORY","Fun Zone","H3 Stretching 5","PASS","https://go.kingdomlandkids.com/watch/c128f883-fd2c-4f72-87ee-091ed6ff4d7f?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/c128f883-fd2c-4f72-87ee-091ed6ff4d7f/master.m3u8","408s","640x360",23436
40,"STORY","Fun Zone","Kembe Sight Words Part 1","PASS","https://go.kingdomlandkids.com/watch/211fcc4c-d3da-4900-9a10-e02b21e00824?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/211fcc4c-d3da-4900-9a10-e02b21e00824/master.m3u8","214s","640x360",23387
41,"STORY","Fun Zone","Kembe Sight Words Part 2","PASS","https://go.kingdomlandkids.com/watch/6e33429c-f079-4e86-bd8d-af6a97e8be3a?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/6e33429c-f079-4e86-bd8d-af6a97e8be3a/master.m3u8","225s","640x360",31556
42,"STORY","Fun Zone","Kembe Sight Words Part 3","PASS","https://go.kingdomlandkids.com/watch/4d3b7355-6d2d-4535-bbca-4c73a66f81de?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/4d3b7355-6d2d-4535-bbca-4c73a66f81de/master.m3u8","291s","640x360",31526
43,"STORY","Fun Zone","Kembe Comparing Sizes","PASS","https://go.kingdomlandkids.com/watch/597b370a-d70f-46cf-a882-4fc0a930f265?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/597b370a-d70f-46cf-a882-4fc0a930f265/master.m3u8","167s","640x360",31616
44,"STORY","Fun Zone","Kembe How Money Works","PASS","https://go.kingdomlandkids.com/watch/aabd881e-f155-437a-9bfc-13bf9ba489cd?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/aabd881e-f155-437a-9bfc-13bf9ba489cd/master.m3u8","175s","640x360",31596
45,"STORY","Fun Zone","Kembe Water Cycles","PASS","https://go.kingdomlandkids.com/watch/d88966cc-8a4c-4eb9-89ac-a81215700b36?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/d88966cc-8a4c-4eb9-89ac-a81215700b36/master.m3u8","104s","640x360",31631
46,"STORY","Fun Zone","12th Street Counting by 2s and 3s","PASS","https://go.kingdomlandkids.com/watch/9573c0a3-55c0-43f5-95a0-98817502ac0f?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/9573c0a3-55c0-43f5-95a0-98817502ac0f/master.m3u8","186s","640x360",31507
47,"STORY","Fun Zone","12th Street Counting By 2s","PASS","https://go.kingdomlandkids.com/watch/edae9ec4-18f4-47a4-9b65-467e10e14f28?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/edae9ec4-18f4-47a4-9b65-467e10e14f28/master.m3u8","114s","640x360",31531
48,"STORY","Fun Zone","12th Street Counting By 3s","PASS","https://go.kingdomlandkids.com/watch/7e2fdf38-be4b-43f9-9764-dac6c88b7761?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/7e2fdf38-be4b-43f9-9764-dac6c88b7761/master.m3u8","107s","640x360",31514
49,"STORY","Fun Zone","Gabby Globber (GG) Planets","PASS","https://go.kingdomlandkids.com/watch/2fa58b4d-d8bb-440f-977e-4966b437fbe0?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/2fa58b4d-d8bb-440f-977e-4966b437fbe0/master.m3u8","333s","640x360",31533
50,"STORY","Fun Zone","Mental Health and God","PASS","https://go.kingdomlandkids.com/watch/5e4d922f-f256-453c-b524-ae29b659bbaf?category=d2ade55c-36e4-4232-82af-bead98e52ccd&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/5e4d922f-f256-453c-b524-ae29b659bbaf/master.m3u8","212s","640x360",31580
51,"STORY","Marvelous Light Series","Marvelous Light Episode 1 Moses Part 1","PASS","https://go.kingdomlandkids.com/watch/1d0ec518-70f3-4c8b-b389-26545945675b?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/1d0ec518-70f3-4c8b-b389-26545945675b/master.m3u8","658s","640x360",1490
52,"STORY","Marvelous Light Series","Marvelous Light Episode 2 Moses Part 2","PASS","https://go.kingdomlandkids.com/watch/187d2637-f389-440f-bdbf-b8082681729a?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/187d2637-f389-440f-bdbf-b8082681729a/master.m3u8","625s","640x360",1526
53,"STORY","Marvelous Light Series","Grandpa Moses","PASS","https://go.kingdomlandkids.com/watch/fbaf7c54-b693-4a83-8f60-a55a1f5f42e5?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/fbaf7c54-b693-4a83-8f60-a55a1f5f42e5/master.m3u8","77s","640x360",2051
54,"STORY","Marvelous Light Series","Marvelous Light Episode 3 David Vs Goliath Part 1","PASS","https://go.kingdomlandkids.com/watch/f436884d-488e-4e9a-9316-26c81cda9f96?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/f436884d-488e-4e9a-9316-26c81cda9f96/master.m3u8","472s","640x360",1616
55,"STORY","Marvelous Light Series","Marvelous Light Episode 4 David Vs Goliath Part 2","PASS","https://go.kingdomlandkids.com/watch/996b762c-9869-4614-85ed-41464b315fdc?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/996b762c-9869-4614-85ed-41464b315fdc/master.m3u8","408s","640x360",1996
56,"STORY","Marvelous Light Series","Grandpa David","PASS","https://go.kingdomlandkids.com/watch/b2367430-3e5c-402c-84ea-9a9b8c8a2efa?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/b2367430-3e5c-402c-84ea-9a9b8c8a2efa/master.m3u8","74s","640x360",2114
57,"STORY","Marvelous Light Series","Marvelous Light Episode 5 Three Hebrew Boys","PASS","https://go.kingdomlandkids.com/watch/d31a737b-5e14-48a6-b108-3b9956d4f0d7?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/d31a737b-5e14-48a6-b108-3b9956d4f0d7/master.m3u8","135s","640x360",2047
58,"STORY","Marvelous Light Series","Grandpa Hebrew Brothers","PASS","https://go.kingdomlandkids.com/watch/a267a5c5-93d7-49c2-972b-fb426033a521?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/a267a5c5-93d7-49c2-972b-fb426033a521/master.m3u8","135s","640x360",1630
59,"STORY","Marvelous Light Series","Marvelous Light Christmas Episode","PASS","https://go.kingdomlandkids.com/watch/bc901b64-febc-4ace-af92-6f419cab026f?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/bc901b64-febc-4ace-af92-6f419cab026f/master.m3u8","302s","640x360",2300
60,"STORY","Marvelous Light Series","Marvelous Light Episode 6 Noah Part 1","PASS","https://go.kingdomlandkids.com/watch/11ad7290-a7b1-465e-bc1a-18eff346fc28?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/11ad7290-a7b1-465e-bc1a-18eff346fc28/master.m3u8","395s","640x360",1913
61,"STORY","Marvelous Light Series","Marvelous Light Episode 7 Noah Part 2","PASS","https://go.kingdomlandkids.com/watch/739479bc-ba0e-4c88-9915-bb85961e53a1?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/739479bc-ba0e-4c88-9915-bb85961e53a1/master.m3u8","349s","640x360",8960
62,"STORY","Marvelous Light Series","Grandpa 10 Commandments","PASS","https://go.kingdomlandkids.com/watch/2cb183fc-ce48-4244-9fa0-18a7e2e139ca?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/2cb183fc-ce48-4244-9fa0-18a7e2e139ca/master.m3u8","118s","640x360",10889
63,"STORY","Marvelous Light Series","Marvelous Light Episode 8 Meet Jesus Part 1","PASS","https://go.kingdomlandkids.com/watch/b57d0b33-1699-4a8e-9deb-add4d2ecf120?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/b57d0b33-1699-4a8e-9deb-add4d2ecf120/master.m3u8","443s","640x360",8773
64,"STORY","Marvelous Light Series","Marvelous Light Episode 9 Meet Jesus Part 2","PASS","https://go.kingdomlandkids.com/watch/be3ee1b4-02e4-4f36-80d5-2cf4ebfe587d?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/be3ee1b4-02e4-4f36-80d5-2cf4ebfe587d/master.m3u8","371s","640x360",10716
65,"STORY","Marvelous Light Series","Marvelous Light Easter Episode","PASS","https://go.kingdomlandkids.com/watch/8fdb17dc-2ad5-42fd-af0d-592f7c4cb14d?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/8fdb17dc-2ad5-42fd-af0d-592f7c4cb14d/master.m3u8","676s","640x360",9169
66,"STORY","Marvelous Light Series","Jonah and the Whale | S2 EP11","PASS","https://go.kingdomlandkids.com/watch/a16895cd-d0a5-430e-ab2b-95f4b014d55c?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/a16895cd-d0a5-430e-ab2b-95f4b014d55c/master.m3u8","407s","640x360",10923
67,"STORY","Marvelous Light Series","Jonah and the Whale | S2 EP12","PASS","https://go.kingdomlandkids.com/watch/d12ae97b-1174-4517-8571-28d92c4318bd?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/d12ae97b-1174-4517-8571-28d92c4318bd/master.m3u8","512s","640x360",8718
68,"STORY","Marvelous Light Series","Daniel and The Lions Den | S2 EP13","PASS","https://go.kingdomlandkids.com/watch/9613f537-ebb1-41a0-b98b-2bc2b3700a9e?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/9613f537-ebb1-41a0-b98b-2bc2b3700a9e/master.m3u8","487s","640x360",11146
69,"STORY","Marvelous Light Series","Daniel and The Lions Den | S2 EP14","PASS","https://go.kingdomlandkids.com/watch/2734beba-d3b4-4a5c-afdf-b3785d105269?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/2734beba-d3b4-4a5c-afdf-b3785d105269/master.m3u8","434s","640x360",8977
70,"STORY","Marvelous Light Series","Creation | S2 EP15","PASS","https://go.kingdomlandkids.com/watch/1f34576d-c7af-4cae-b9be-258d97aa4c91?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/1f34576d-c7af-4cae-b9be-258d97aa4c91/master.m3u8","435s","640x360",10895
71,"STORY","Marvelous Light Series","Adam and Eve | S2 EP16","PASS","https://go.kingdomlandkids.com/watch/947510c6-4115-4719-9c12-0fb244d39e3a?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/947510c6-4115-4719-9c12-0fb244d39e3a/master.m3u8","501s","640x360",14599
72,"STORY","Marvelous Light Series","Zachaus | S2 EP17","PASS","https://go.kingdomlandkids.com/watch/bb3ff059-4e31-4895-85a6-e5808e87067c?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/bb3ff059-4e31-4895-85a6-e5808e87067c/master.m3u8","604s","640x360",15734
73,"STORY","Marvelous Light Series","Paul and Saul | S2 EP19","PASS","https://go.kingdomlandkids.com/watch/1760b966-7558-45c3-89bd-8826a716f0ed?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/1760b966-7558-45c3-89bd-8826a716f0ed/master.m3u8","451s","640x360",16362
74,"STORY","Marvelous Light Series","Paul and Saul | S2 EP20","PASS","https://go.kingdomlandkids.com/watch/d0fda75a-c46e-4145-a42b-5f3c4f6b3cdb?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/d0fda75a-c46e-4145-a42b-5f3c4f6b3cdb/master.m3u8","353s","640x360",14455
75,"STORY","Marvelous Light Series","A Rotten Day: Finding Joy in God","PASS","https://go.kingdomlandkids.com/watch/5e7991d1-56fe-47c7-a610-44d1bdd9b713?category=7131cf32-14d8-4fe0-bca5-8b013567ac80&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/5e7991d1-56fe-47c7-a610-44d1bdd9b713/master.m3u8","184s","640x360",14717
76,"STORY","Bible Adventures","Easter","PASS","https://go.kingdomlandkids.com/watch/2b676607-574f-4997-80b5-596d6ef7f9d0?category=eaf34a3d-d9e2-4b24-b86a-e0edeb08ac44&from=home","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/2b676607-574f-4997-80b5-596d6ef7f9d0/master.m3u8","182s","640x360",1659
