Number,Page,Section,Title,Status,URL,Error,HLS Source,Duration,Resolution,Load Time (ms)
218,"MUSIC","MUSIC","H3 Focused And Ready To Learn","PASS","https://go.kingdomlandkids.com/watch/7dc61f58-c70a-43dd-a08d-c6c54685de1b?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/7dc61f58-c70a-43dd-a08d-c6c54685de1b/master.m3u8","157s","640x360",3384
219,"MUSIC","MUSIC","H3 Champion","PASS","https://go.kingdomlandkids.com/watch/ebbc4628-14fa-429d-9a57-a34837dc5c59?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/ebbc4628-14fa-429d-9a57-a34837dc5c59/master.m3u8","151s","640x360",4134
220,"MUSIC","MUSIC","H3 Bubble Head","PASS","https://go.kingdomlandkids.com/watch/986b7f31-1651-49a1-844a-f425dd5d27cb?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/986b7f31-1651-49a1-844a-f425dd5d27cb/master.m3u8","125s","640x360",4029
221,"MUSIC","MUSIC","H3 Born to Be Wild","PASS","https://go.kingdomlandkids.com/watch/a67e0f96-6278-4684-a586-04a1a0d4a387?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/a67e0f96-6278-4684-a586-04a1a0d4a387/master.m3u8","168s","640x360",4136
222,"MUSIC","MUSIC","Little Light","PASS","https://go.kingdomlandkids.com/watch/6651775f-92b1-4154-959f-7bc567d23f72?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/6651775f-92b1-4154-959f-7bc567d23f72/master.m3u8","143s","640x360",3626
223,"MUSIC","MUSIC","He Loves Me","PASS","https://go.kingdomlandkids.com/watch/522acb5d-ea56-4719-8912-3490956465a6?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/522acb5d-ea56-4719-8912-3490956465a6/master.m3u8","151s","640x360",3669
224,"MUSIC","MUSIC","Wiggle","PASS","https://go.kingdomlandkids.com/watch/73608d01-5e69-402b-b984-7d0f6f6ab991?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/73608d01-5e69-402b-b984-7d0f6f6ab991/master.m3u8","149s","640x360",4126
225,"MUSIC","MUSIC","Row Your Boat","PASS","https://go.kingdomlandkids.com/watch/c37e431b-b298-4159-9190-6ad62e38ffaf?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/c37e431b-b298-4159-9190-6ad62e38ffaf/master.m3u8","96s","640x360",4125
226,"MUSIC","MUSIC","Mary Had a Little Lamb","PASS","https://go.kingdomlandkids.com/watch/fde9313a-7641-4798-9eef-cb3bd082775e?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/fde9313a-7641-4798-9eef-cb3bd082775e/master.m3u8","108s","640x360",3398
227,"MUSIC","MUSIC","Ini Mini Miny Mo","PASS","https://go.kingdomlandkids.com/watch/005ab49b-8eaf-4ebb-89e6-831cdabb3a94?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/005ab49b-8eaf-4ebb-89e6-831cdabb3a94/master.m3u8","155s","640x360",4132
228,"MUSIC","MUSIC","Clap Your Hands","PASS","https://go.kingdomlandkids.com/watch/b595ec1a-b425-479e-8f54-b98d2155a681?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/b595ec1a-b425-479e-8f54-b98d2155a681/master.m3u8","168s","640x360",4191
229,"MUSIC","MUSIC","Basketball","PASS","https://go.kingdomlandkids.com/watch/7a7af214-a722-468d-9a7d-32596ef551bf?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/7a7af214-a722-468d-9a7d-32596ef551bf/master.m3u8","262s","640x360",3441
230,"MUSIC","MUSIC","Baby Shark","PASS","https://go.kingdomlandkids.com/watch/19ceb6fc-d588-40ef-90c5-9619a419b20d?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/19ceb6fc-d588-40ef-90c5-9619a419b20d/master.m3u8","157s","640x360",3492
231,"MUSIC","MUSIC","Believe","PASS","https://go.kingdomlandkids.com/watch/56718b15-6dd1-4865-8f62-2c78c5232ade?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/56718b15-6dd1-4865-8f62-2c78c5232ade/master.m3u8","159s","640x360",4125
232,"MUSIC","MUSIC","Affirmation","PASS","https://go.kingdomlandkids.com/watch/9a9b17a4-90ce-409d-ac17-530484e83196?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/9a9b17a4-90ce-409d-ac17-530484e83196/master.m3u8","155s","640x360",4649
233,"MUSIC","MUSIC","Unicatz Pause Dance","PASS","https://go.kingdomlandkids.com/watch/4a9c9d00-18a2-4f89-8200-8611bd6e2a32?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/4a9c9d00-18a2-4f89-8200-8611bd6e2a32/master.m3u8","82s","640x360",4124
234,"MUSIC","MUSIC","Unicatz Cross the Road","PASS","https://go.kingdomlandkids.com/watch/d8b5b1d5-ea75-4691-a319-ef1ad8c6ecd0?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/d8b5b1d5-ea75-4691-a319-ef1ad8c6ecd0/master.m3u8","127s","640x360",4640
235,"MUSIC","MUSIC","Sound it Out","PASS","https://go.kingdomlandkids.com/watch/ef960175-a650-4f5c-bec3-70fc2c4996ac?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/ef960175-a650-4f5c-bec3-70fc2c4996ac/master.m3u8","142s","640x360",3493
236,"MUSIC","MUSIC","School time Litty","PASS","https://go.kingdomlandkids.com/watch/7ceaff00-c99a-4b58-9092-8ab1e7791f51?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/7ceaff00-c99a-4b58-9092-8ab1e7791f51/master.m3u8","105s","640x360",3928
237,"MUSIC","MUSIC","Rain Rain Go Away","PASS","https://go.kingdomlandkids.com/watch/bf3d8981-2bdc-4fec-aabe-f1fe3b7a3820?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/bf3d8981-2bdc-4fec-aabe-f1fe3b7a3820/master.m3u8","147s","640x360",3797
238,"MUSIC","MUSIC","Mr. Prather Days of the Week","PASS","https://go.kingdomlandkids.com/watch/36981665-54ff-40b6-af63-c6f3966ef8d8?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/36981665-54ff-40b6-af63-c6f3966ef8d8/master.m3u8","197s","640x360",4139
239,"MUSIC","MUSIC","Make it Out","PASS","https://go.kingdomlandkids.com/watch/d608de21-c7de-483e-b58f-314f3f91b105?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/d608de21-c7de-483e-b58f-314f3f91b105/master.m3u8","184s","640x360",3411
240,"MUSIC","MUSIC","Down In My Heart","PASS","https://go.kingdomlandkids.com/watch/47d91fd5-22da-4c57-ae99-6dd4484c7381?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/47d91fd5-22da-4c57-ae99-6dd4484c7381/master.m3u8","128s","640x360",4324
241,"MUSIC","MUSIC","Kids Just Want to Have Fun","PASS","https://go.kingdomlandkids.com/watch/f298f79f-d99f-41bb-9814-edc331bfe9ec?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/f298f79f-d99f-41bb-9814-edc331bfe9ec/master.m3u8","196s","640x360",4129
242,"MUSIC","MUSIC","Ice Cream Truck","PASS","https://go.kingdomlandkids.com/watch/cd00ba8a-4ace-440e-9e25-4e03d0160387?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/cd00ba8a-4ace-440e-9e25-4e03d0160387/master.m3u8","96s","640x360",4186
243,"MUSIC","MUSIC","I'm a Princess | Sing-a-long","PASS","https://go.kingdomlandkids.com/watch/9ec30bd4-0745-402c-9031-86fdf956c8b3?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/9ec30bd4-0745-402c-9031-86fdf956c8b3/master.m3u8","134s","640x360",4757
244,"MUSIC","MUSIC","I want to See My Friends | Sing-a-long","PASS","https://go.kingdomlandkids.com/watch/811021ba-ef54-4de6-8dee-217be1a47b64?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/811021ba-ef54-4de6-8dee-217be1a47b64/master.m3u8","122s","640x360",4299
245,"MUSIC","MUSIC","Great | Sing-a-long","PASS","https://go.kingdomlandkids.com/watch/38a5371c-c8f3-4e32-823b-428f17025f3c?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/38a5371c-c8f3-4e32-823b-428f17025f3c/master.m3u8","216s","640x360",4917
246,"MUSIC","MUSIC","Grandmama | Sing-a-long","PASS","https://go.kingdomlandkids.com/watch/6eebf6d0-36d0-4dcc-8a12-d72b84eb0e18?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/6eebf6d0-36d0-4dcc-8a12-d72b84eb0e18/master.m3u8","129s","640x360",3679
247,"MUSIC","MUSIC","Good Vibes | Sing-a-long","PASS","https://go.kingdomlandkids.com/watch/e4dc36c7-978f-4994-9c72-9ef3ec9b772d?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/e4dc36c7-978f-4994-9c72-9ef3ec9b772d/master.m3u8","158s","640x360",4328
248,"MUSIC","MUSIC","Good Juju | Sing-a-long |","PASS","https://go.kingdomlandkids.com/watch/ace3209d-784d-47f4-b441-afa566228739?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/ace3209d-784d-47f4-b441-afa566228739/master.m3u8","144s","640x360",4776
249,"MUSIC","MUSIC","Go Get It","PASS","https://go.kingdomlandkids.com/watch/15a864f7-716b-4e24-97ca-c21537bae9f3?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/15a864f7-716b-4e24-97ca-c21537bae9f3/master.m3u8","140s","640x360",3844
250,"MUSIC","MUSIC","Ballin | Sing-a-long","PASS","https://go.kingdomlandkids.com/watch/6b31a1a1-2fb6-470e-9645-a93b4eaa4349?from=music&videoType=MUSIC","","https://d394daiw0g5hmq.cloudfront.net/videos/hls/6b31a1a1-2fb6-470e-9645-a93b4eaa4349/master.m3u8","203s","640x360",4416
